,0
0,926
1,927
2,5424
3,5425
4,5950
5,9524
6,9525
7,8903
8,8902
9,2996
10,2997
11,3010
12,1764
13,1766
14,3313
15,3314
16,4676
17,4677
18,2183
19,124
20,5783
21,5784
22,3593
23,3592
24,3594
25,4239
26,4240
27,4241
28,4242
29,4243
30,4244
31,2603
32,2604
33,2605
34,2606
35,3620
36,3621
37,3622
38,3623
39,3624
40,3625
41,3626
42,3627
43,3180
44,5827
45,5829
46,5831
47,6209
48,2173
49,2175
50,7181
51,7182
52,2160
53,9512
54,9511
55,2153
56,2155
57,2151
58,2152
59,2158
60,6438
61,6437
62,8521
63,5751
64,5752
65,4257
66,4258
67,9819
68,2168
69,9739
70,9738
71,5348
72,9462
73,4268
74,2506
75,2507
76,2508
77,2509
78,6134
79,4055
80,4056
81,9316
82,9317
83,6295
84,6294
85,6293
86,8077
87,6366
88,4645
89,4646
90,4647
91,985
92,986
93,881
94,882
95,192
96,193
97,195
98,196
99,7814
100,7812
101,7813
102,7815
103,7816
104,1579
105,1580
106,7376
107,7375
108,5267
109,3949
110,9337
111,3630
112,3317
113,3318
114,3319
115,3316
116,2356
117,2357
118,2358
119,2359
120,7697
121,7695
122,9864
123,9863
124,5665
125,9068
126,5092
127,5093
128,7652
129,2946
130,3793
131,3794
132,3795
133,3796
134,2196
135,5243
136,5244
137,5245
138,5541
139,5542
140,6767
141,6768
142,6766
143,5682
144,9107
145,1228
146,3163
147,671
148,672
149,673
150,4451
151,4452
152,4998
153,9244
154,6895
155,9390
156,9389
157,6231
158,2845
159,1550
160,1551
161,1552
162,1553
163,1554
164,6846
165,9077
166,9074
167,9073
168,9071
169,3238
170,6139
171,6140
172,6141
173,8752
174,8048
175,3277
176,3278
177,3234
178,3232
179,5178
180,3043
181,8473
182,8471
183,9526
184,9527
185,9523
186,6540
187,6352
188,6353
189,9932
190,9930
191,9929
192,9928
193,9927
194,9926
195,9925
196,4312
197,4313
198,4314
199,4315
200,2663
201,4821
202,4822
203,6662
204,6663
205,9321
206,9221
207,5885
208,9274
209,1533
210,2635
211,2636
212,9384
213,4151
214,8528
215,7046
216,7047
217,9434
218,4371
219,8411
220,5869
221,9179
222,9177
223,9346
224,5920
225,5344
226,4321
227,4728
228,6241
229,6242
230,6243
231,6240
232,8093
233,3042
234,3044
235,3041
236,3045
237,3039
238,2432
239,7647
240,5078
241,5079
242,3387
243,3390
244,3391
245,4492
246,4493
247,4494
248,4495
249,9565
250,9566
251,8108
252,3130
253,3131
254,3132
255,2346
256,2347
257,2348
258,3223
259,6688
260,5985
261,8076
262,8075
263,8479
264,7882
265,9367
266,9288
267,8872
268,5229
269,9444
270,9443
271,5226
272,5224
273,5225
274,5227
275,5228
276,501
277,502
278,503
279,504
280,7826
281,5832
282,5833
283,9685
284,5856
285,5855
286,9181
287,7709
288,7708
289,7704
290,3742
291,3743
292,5365
293,580
294,581
295,8582
296,3307
297,3176
298,5726
299,5725
300,5724
301,6168
302,6644
303,6645
304,8910
305,6939
306,6940
307,6937
308,6941
309,5328
310,3808
311,3809
312,8418
313,1208
314,4620
315,4621
316,4622
317,4623
318,8335
319,8333
320,1830
321,1831
322,1832
323,8941
324,8940
325,7876
326,2391
327,2392
328,2005
329,2004
330,6505
331,5587
332,6112
333,8459
334,8454
335,9764
336,9763
337,4869
338,4870
339,2580
340,2581
341,4947
342,7836
343,4944
344,4943
345,4945
346,4948
347,9836
348,8529
349,6368
350,4938
351,4937
352,4939
353,4935
354,4601
355,4602
356,4599
357,5284
358,6490
359,6489
360,6488
361,6491
362,7431
363,7432
364,1816
365,1817
366,1819
367,9804
368,3339
369,5680
370,5681
371,9169
372,6558
373,1646
374,1647
375,1648
376,1217
377,1218
378,1219
379,9345
380,4871
381,8174
382,8176
383,9604
384,6912
385,9709
386,3789
387,3791
388,3792
389,3797
390,3798
391,3787
392,7877
393,7878
394,4131
395,7409
396,5998
397,5999
398,710
399,711
400,712
401,713
402,3076
403,8668
404,8667
405,2620
406,2621
407,6213
408,6214
409,6901
410,6211
411,6212
412,6207
413,127
414,128
415,129
416,5624
417,5625
418,5627
419,5622
420,5621
421,7128
422,7127
423,3980
424,3768
425,3304
426,3305
427,3306
428,5333
429,5335
430,7721
431,7720
432,7719
433,7722
434,7723
435,7724
436,7332
437,2709
438,2710
439,2711
440,2713
441,2714
442,2715
443,2716
444,5551
445,5552
446,3508
447,3509
448,7502
449,3505
450,3506
451,3507
452,7426
453,7425
454,7427
455,5875
456,5876
457,3499
458,9548
459,5629
460,925
461,9747
462,9299
463,7413
464,200
465,1026
466,1027
467,1028
468,5345
469,5346
470,2781
471,2783
472,1251
473,4986
474,4987
475,6717
476,9047
477,9044
478,6772
479,4367
480,4368
481,4370
482,5203
483,5204
484,7516
485,5175
486,5174
487,8015
488,6881
489,9786
490,6996
491,162
492,163
493,6125
494,7831
495,7833
496,7834
497,5021
498,5022
499,103
