,0
0,926
1,614
2,5946
3,25
4,3922
5,5564
6,9261
7,9293
8,8183
9,6149
10,5056
11,5719
12,4828
13,1351
14,8898
15,3927
16,6935
17,3004
18,3385
19,216
20,6396
21,5846
22,5724
23,1268
24,9019
25,3610
26,7853
27,3494
28,8572
29,4878
30,2033
31,3068
32,2489
33,8308
34,124
35,4118
36,403
37,5970
38,1751
39,8707
40,8637
41,8740
42,9621
43,2847
44,4695
45,9044
46,3435
47,8714
48,6523
49,6220
50,7170
51,2107
52,584
53,6063
54,2560
55,8361
56,408
57,1978
58,6639
59,9245
60,2591
61,1554
62,1946
63,5993
64,4969
65,6510
66,3579
67,3662
68,8141
69,5537
70,5593
71,4273
72,1621
73,1709
74,3719
75,7936
76,8812
77,8691
78,7978
79,1573
80,6835
81,988
82,7249
83,3166
84,5642
85,9766
86,8384
87,9877
88,4842
89,9460
90,1190
91,1211
92,6703
93,5901
94,4576
95,6999
96,6727
97,8190
98,7027
99,4899
100,7801
101,2518
102,3620
103,2685
104,8151
105,1228
106,7225
107,4680
108,2562
109,1278
110,6475
111,9551
112,2297
113,2449
114,9177
115,5041
116,1929
117,4640
118,7134
119,6070
120,3805
121,3586
122,4650
123,3950
124,4841
125,991
126,5750
127,162
128,1896
129,9824
130,5161
131,8999
132,9336
133,26
134,2053
135,4195
136,2605
137,128
138,6888
139,4302
140,4245
141,5279
142,5546
143,4263
144,9276
145,3812
146,3050
147,2158
148,8342
149,3022
150,4434
151,1528
152,5117
153,9932
154,1555
155,1899
156,4531
157,197
158,2322
159,766
160,1469
161,7108
162,9210
163,7180
164,3196
165,9174
166,9714
167,1529
168,6720
169,7223
170,2837
171,4173
172,5917
173,7664
174,7356
175,8460
176,8228
177,5102
178,1178
179,3801
180,8609
181,510
182,1997
183,4409
184,3529
185,3396
186,5109
187,7692
188,4990
189,7133
190,8650
191,4634
192,2209
193,7829
194,2900
195,5434
196,1010
197,7937
198,4161
199,1598
200,2670
201,1832
202,3378
203,7525
204,9930
205,5781
206,6592
207,4927
208,1663
209,198
210,8614
211,9385
212,4891
213,3440
214,6017
215,6696
216,9762
217,6500
218,6064
219,442
220,7141
221,8528
222,6045
223,8186
224,9675
225,1289
226,2534
227,1338
228,1975
229,7616
230,9840
231,561
232,432
233,5819
234,7688
235,9417
236,4812
237,2536
238,8545
239,6108
240,5417
241,2587
242,1705
243,3252
244,2551
245,4412
246,4297
247,3595
248,6683
249,3862
250,9568
251,2268
252,8321
253,3917
254,7839
255,435
256,9068
257,7305
258,1601
259,3383
260,3027
261,1011
262,9453
263,5522
264,8958
265,836
266,8041
267,2187
268,4154
269,594
270,6003
271,5561
272,3072
273,668
274,7776
275,8668
276,6179
277,1486
278,3347
279,7787
280,3888
281,2086
282,279
283,5778
284,6798
285,4758
286,3758
287,8244
288,2292
289,27
290,9182
291,7262
292,3046
293,5411
294,6963
295,3482
296,5665
297,2619
298,6022
299,8565
300,5729
301,9241
302,7666
303,9015
304,3489
305,374
306,1175
307,6356
308,8962
309,1725
310,9118
311,3826
312,8357
313,7635
314,8931
315,1845
316,4358
317,7701
318,2485
319,4782
320,2311
321,3545
322,8696
323,1999
324,7995
325,1362
326,200
327,1611
328,6072
329,7673
330,7939
331,2662
332,9662
333,7527
334,8120
335,8291
336,6223
337,5426
338,6831
339,4113
340,4147
341,1782
342,3249
343,9394
344,4572
345,8437
346,319
347,4061
348,3337
349,5397
350,4954
351,8756
352,5957
353,3788
354,7868
355,1893
356,1028
357,802
358,8929
359,2950
360,8082
361,4708
362,5832
363,8453
364,4134
365,4906
366,3913
367,7804
368,2820
369,4008
370,5914
371,4425
372,9548
373,639
374,622
375,9063
376,1124
377,3760
378,8395
379,776
380,5599
381,8399
382,8047
383,5835
384,4539
385,28
386,8882
387,6200
388,1232
389,7731
390,9484
391,1627
392,9398
393,4720
394,32
395,3883
396,7619
397,33
398,549
399,2863
400,726
401,3991
402,3403
403,9633
404,9773
405,2496
406,1194
407,3075
408,1932
409,6499
410,4571
411,4601
412,8230
413,3596
414,2338
415,5899
416,3186
417,5555
418,204
419,2836
420,6219
421,8531
422,4792
423,468
424,8106
425,5708
426,6217
427,9807
428,445
429,4761
430,3105
431,5264
432,9273
433,3981
434,3678
435,601
436,5509
437,9763
438,4381
439,2464
440,1547
441,7038
442,3665
443,9067
444,9538
445,2294
446,9899
447,7358
448,9147
449,4671
450,3527
451,4977
452,6002
453,8325
454,447
455,7387
456,6422
457,9051
458,6202
459,7992
460,4660
461,1647
462,9320
463,5042
464,5436
465,4784
466,2723
467,1591
468,4690
469,1615
470,8918
471,4596
472,8685
473,2486
474,8734
475,8066
476,4254
477,2966
478,2147
479,7075
480,9569
481,5132
482,3836
483,5885
484,6471
485,109
486,7981
487,2363
488,4505
489,1579
490,1909
491,3535
492,2913
493,603
494,1284
495,134
496,4722
497,1936
498,9008
499,5006
